Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount
C259221,P374797,2023,Amelia Ahmed,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/12/2023,14/12/2023,29/04/2025,26/10/2023,25/10/2024,496300,0,0,496300,0,496300
C609764,P326407,2024,Sophia Ahmed,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/05/2024,16/05/2024,29/04/2025,02/03/2024,01/03/2025,816075,0,0,816075,0,816075
C860830,P209200,2024,Raj Taylor,Iota Claims Ltd,Motor Commercial,080,PSV,0804,Own Damage,26/03/2024,22/04/2024,30/04/2025,16/03/2024,15/03/2025,540942,0,0,540942,0,540942
C950725,P351786,2024,Isla Hughes,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/04/2024,18/04/2024,30/04/2025,02/03/2024,01/03/2025,300822,0,0,300822,0,300822
C437796,P378388,2024,Noah Begum,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/11/2024,05/11/2024,30/04/2025,01/09/2024,31/08/2025,300608,0,0,300608,0,300608
C819088,P552338,2023,Lucas Ahmed,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/05/2024,06/05/2024,30/04/2025,17/09/2023,16/09/2024,750080,0,0,750080,0,750080
C907620,P243622,2024,Daniel Gupta,Atlas Insurance,Fire Industrial,04,Industrial All Risks,042,Floods,01/05/2024,01/05/2024,02/05/2025,01/03/2024,01/03/2025,0,0,11548960," 11,548,960.00 ",11432556.87,116403.13
C652815,P929832,2024,David Miller,Sigma Risk Advisors,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,13/02/2025,19/02/2025,09/05/2025,19/02/2024,18/02/2025,0,0,17500,17500,0,17500
C746501,P277718,2025,Nina Roberts,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,15/02/2025,19/02/2025,09/05/2025,30/01/2025,28/11/2025,0,0,16500,16500,0,16500
C537619,P971198,2024,Nina Sharma,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/02/2025,10/02/2025,09/05/2025,30/04/2024,29/03/2025,0,0,21000,21000,0,21000
C827488,P335092,2024,Nina Brown,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/12/2024,18/12/2024,09/05/2025,21/10/2024,20/10/2025,0,0,26000,26000,0,26000
C254272,P421245,2024,Lucas Shah,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/09/2024,26/09/2024,12/05/2025,06/06/2024,05/05/2025,0,0,60220,60220,0,60220
C235793,P787253,2024,Arjun Williams,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/08/2024,12/08/2024,06/05/2025,10/02/2024,09/02/2025,0,0,6980,6980,0,6980
C247794,P536677,2024,Leo Hall,Orion Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,11/03/2025,19/03/2025,07/05/2025,17/07/2024,16/07/2025,0,0,37950,37950,0,37950
C708847,P417177,2024,Aarav Ali,Iota Claims Ltd,Motor Commercial,080,PSV,0804,Accidental Damage,10/03/2025,01/04/2025,07/05/2025,27/06/2024,26/06/2025,0,0,31700,31700,0,31700
C264771,P227975,2024,Omar Davies,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/03/2025,05/03/2025,27/05/2025,16/11/2024,15/11/2025,0,0,72980,72980,0,72980
C175199,P481615,2025,Leo Wilson,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/04/2025,11/04/2025,09/05/2025,28/03/2025,27/02/2026,5000,0,0,5000,0,5000
C864196,P564783,2022,Noah Davies,Delta Coverage Ltd,Work Injury Benefits,11,Work Injury Benefits Act,112,Fatal injury,14/05/2023,15/05/2023,08/05/2025,01/08/2022,31/07/2023,56544,0,0,56544,56544,0
C561860,P509611,2024,Aisha Hughes,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/06/2024,25/06/2024,13/05/2025,25/05/2024,24/05/2025,0,0,98600,98600,0,98600
C779454,P247506,2024,Fatima Fernandez,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/12/2024,06/01/2025,28/05/2025,07/05/2024,06/05/2025,0,0,51520,51520,0,51520
C301109,P315206,2017,Leila Johnson,Broker One,Work Injury Benefits,11,Employers Liability (Common Law),113,Own Damage,24/07/2017,08/06/2018,09/05/2025,11/04/2017,10/04/2018,0,0,53500,53500,0,53500
C280281,P252945,2024,Fatima Shah,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/12/2024,10/01/2025,09/05/2025,08/08/2024,07/08/2025,29000,0,0,29000,0,29000
C242666,P541862,2024,Nina Hall,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/03/2025,28/03/2025,12/05/2025,26/11/2024,25/10/2025,0,0,6380,6380,0,6380
C171082,P871912,2024,Arjun Gupta,Theta Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,17/12/2024,18/12/2024,09/05/2025,19/02/2024,31/12/2024,0,0,6380,6380,0,6380
C375599,P653000,2024,Arjun Hughes,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/04/2025,03/04/2025,09/05/2025,01/08/2024,31/07/2025,0,0,6380,6380,0,6380
C580990,P286809,2024,Isla Ahmed,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/02/2025,05/02/2025,16/06/2025,26/03/2024,25/03/2025,0,0,629200,629200,0,629200
C287193,P642997,2024,Sophia Hall,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/12/2024,30/12/2024,28/05/2025,09/12/2024,08/12/2025,0,0,104648,104648,0,104648
C637228,P914815,2024,Lucas Singh,Beta Risk Partners,Fire Industrial,04,Industrial All Risks,042,Floods,01/05/2024,05/03/2025,14/05/2025,01/03/2024,01/03/2025,40000000,0,0," 40,000,000.00 ",39596836,403164
C349185,P940274,2022,Sophia Sharma,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Injury To Third Part,30/11/2022,27/01/2023,20/05/2025,01/10/2022,30/09/2023,0,0,170950,170950,0,170950
C475304,P718329,2025,Leo Brown,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/01/2025,10/01/2025,20/06/2025,08/01/2025,07/01/2026,0,0,481416,481416,0,481416
C179679,P714202,2025,Leo Miller,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/02/2025,24/02/2025,20/05/2025,18/02/2025,17/02/2026,0,0,457520,457520,0,457520
C298354,P662397,2024,Leo Ahmed,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/03/2025,08/03/2025,20/05/2025,13/12/2024,12/12/2025,0,0,136200,136200,0,136200
C563138,P450144,2025,David Gupta,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,09/04/2025,07/05/2025,20/05/2025,17/03/2025,17/04/2025,30000,0,0,30000,0,30000
C194692,P377467,2024,Amelia Miller,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/10/2024,11/12/2024,27/05/2025,21/09/2024,20/10/2024,0,0,48150,48150,0,48150
C483787,P922006,2024,Aarav Khan,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/02/2025,06/02/2025,27/06/2025,29/02/2024,28/02/2025,50000,0,0,50000,0,50000
C767624,P352936,2025,Isla Sharma,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/02/2025,12/02/2025,27/05/2025,06/02/2025,05/03/2025,15000,0,0,15000,0,15000
C248881,P835413,2025,Zara Williams,Broker One,Motor Commercial,080,PSV,0804,Accidental Damage,04/04/2025,11/04/2025,03/06/2025,01/03/2025,28/02/2026,9500,0,0,9500,0,9500
C181988,P735256,2022,Noah Taylor,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,06/07/2022,29/11/2022,03/06/2025,07/06/2022,07/07/2022,0,0,1772736,1772736,0,1772736
C107402,P817607,2021,Noah Brown,Pioneer Underwriters,Work Injury Benefits,11,WIBA Plus,114,Fatal injury,13/12/2021,23/12/2021,29/05/2025,01/01/2021,31/12/2021,1235104,0,0,1235104,0,1235104
C802312,P422550,2024,Daniel Ahmed,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,05/05/2024,17/05/2024,29/05/2025,01/05/2024,30/04/2025,593070,0,0,593070,0,593070
C977629,P233602,2024,Lucas Shah,Kappa Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,21/06/2024,28/06/2024,29/05/2025,01/05/2024,30/04/2025,562205,0,0,562205,0,562205
C990939,P181553,2023,Noah Fernandez,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/02/2024,02/02/2024,29/05/2025,17/10/2023,16/10/2024,468866,0,0,468866,0,468866
C907435,P989404,2023,Isla Brown,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/02/2024,26/02/2024,29/05/2025,22/06/2023,21/06/2024,693000,0,0,693000,0,693000
C344627,P205949,2024,Mateo Miller,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/07/2024,01/07/2024,30/05/2025,25/04/2024,24/04/2025,82470,0,0,82470,0,82470
C465123,P819510,2023,Mateo Lewis,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/02/2024,23/02/2024,30/05/2025,01/09/2023,31/08/2024,450060,0,0,450060,0,450060
C828042,P477823,2022,Leila Shah,Vertex Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Third Party Property,24/05/2022,20/05/2025,19/06/2025,01/02/2022,31/01/2023,0,0,115168,115168,0,115168
C365271,P785241,2024,Aisha Williams,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/03/2025,18/03/2025,10/06/2025,02/11/2024,01/11/2025,0,0,244544,244544,0,244544
C521405,P606347,2024,Raj Brown,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/02/2025,27/02/2025,10/06/2025,22/10/2024,21/10/2025,0,0,681400,681400,0,681400
C790213,P971348,2025,Fatima Davies,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/02/2025,27/02/2025,10/06/2025,31/01/2025,28/02/2025,0,0,179410,179410,0,179410
C182038,P895733,2024,Noah Miller,Alpha Insurance Agency,Motor Commercial,080,PSV,0804,Windscreen Damage,28/04/2025,29/04/2025,10/06/2025,06/10/2024,05/10/2025,0,0,18000,18000,0,18000
C631433,P180405,2024,Noah Begum,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,11/05/2025,12/05/2025,10/06/2025,21/10/2024,20/10/2025,0,0,26000,26000,0,26000
C336743,P420868,2024,Mateo Taylor,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/01/2025,07/01/2025,10/06/2025,30/09/2024,29/09/2025,180360,0,0,180360,0,180360
C428640,P202746,2024,Aisha Ali,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/02/2025,20/02/2025,10/06/2025,12/07/2024,11/07/2025,0,0,103720,103720,0,103720
C552024,P440681,2025,Ella Miller,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/02/2025,12/02/2025,20/06/2025,06/02/2025,05/03/2025,0,0,366344,366344,0,366344
C107069,P276236,2025,Priya Hall,Gamma Insurance Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,05/04/2025,08/04/2025,16/06/2025,01/01/2025,31/12/2025,0,0,155340,155340,0,155340
C507527,P291473,2025,Noah Hughes,Epsilon Underwriters,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,25/03/2025,25/03/2025,16/06/2025,01/01/2025,31/12/2025,0,0,136548,136548,0,136548
C707649,P944754,2024,David Patel,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/02/2025,24/02/2025,16/06/2025,14/10/2024,30/09/2025,0,0,668756,668756,0,668756
C647089,P463414,2025,Raj Khan,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/03/2025,25/03/2025,10/06/2025,01/03/2025,28/03/2025,0,0,45140,45140,0,45140
C282847,P295409,2024,Aisha Williams,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/02/2025,28/02/2025,20/06/2025,09/05/2024,08/05/2025,0,0,63120,63120,0,63120
C651226,P406450,2024,Ethan Miller,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/12/2024,06/01/2025,10/06/2025,26/10/2024,25/10/2025,0,0,229000,229000,0,229000
C167207,P700009,2015,Omar Wilson,Iota Claims Ltd,Miscellaneous,12,Performance Bond,127,Own Damage,02/11/2015,17/02/2016,10/06/2025,03/07/2015,02/07/2016,0,0,252655,252655,202124,50531
C401216,P990132,2023,Amelia Thompson,Theta Insurance,Marine,06,Marine Cargo,061,Damage To Goods,09/10/2023,23/10/2023,10/06/2025,04/10/2023,03/01/2024,41553,0,0,41553,41552.99,0.01
C594379,P411403,2023,Ethan Thompson,Epsilon Underwriters,Marine,06,Marine Cargo,061,Damage To Goods,09/10/2023,23/10/2023,10/06/2025,04/10/2023,03/01/2024,203598,0,0,203598,203597.98,0.02
C700566,P994285,2025,Fatima Smith,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/04/2025,08/04/2025,10/06/2025,21/03/2025,20/04/2025,15000,0,0,15000,0,15000
C111037,P411779,2024,Amelia Hall,Taurus Brokers,Motor Commercial,080,PSV,0804,Own Damage,26/12/2024,31/12/2024,20/06/2025,12/07/2024,11/07/2025,10000,0,0,10000,0,10000
C489644,P151234,2021,Arjun Miller,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/10/2021,08/06/2022,19/06/2025,22/09/2021,22/10/2021,0,0,195100,195100,0,195100
C673912,P692396,2024,Priya Smith,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/08/2024,26/08/2024,19/06/2025,22/01/2024,21/01/2025,0,0,30000,30000,0,30000
C253864,P779372,2024,Mateo Williams,Orion Risk Partners,Motor Commercial,080,Motor Commercial Third Party,0808,Injury To Third Part,07/09/2024,27/09/2024,20/06/2025,20/08/2024,19/08/2025,0,0,32000,32000,0,32000
C886026,P988395,2023,Nina Taylor,Horizon Brokers,Fire Industrial,04,Fire and Allied Perils,040,Floods,01/05/2024,02/05/2024,24/06/2025,02/05/2023,01/05/2024,0,0,94540," 94,540.00 ",77508.83,17031.17
C754995,P847376,2023,Sophia Ali,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/04/2024,07/05/2024,20/06/2025,17/08/2023,17/05/2024,0,0,39140,39140,0,39140
C567202,P247819,2024,Maya Wilson,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/04/2025,15/04/2025,19/06/2025,30/06/2024,29/05/2025,0,0,980200,980200,0,980200
C710815,P230949,2025,Sophia Gupta,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/04/2025,03/04/2025,18/06/2025,01/03/2025,28/02/2026,0,0,307980,307980,0,307980
C270637,P829172,2018,Isla Wilson,Pegasus Insurance,Motor Commercial,080,Motor Commercial Third Party,0808,Own Damage,22/04/2019,15/05/2019,20/06/2025,27/06/2018,26/07/2019,0,0,260660,260660,0,260660
C693536,P774859,2024,Leo Taylor,Broker Three,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,19/03/2025,19/03/2025,24/06/2025,01/08/2024,31/07/2025,0,0,135720,135720,0,135720
C648040,P873799,2024,Omar Shah,Sigma Risk Advisors,Motor Commercial,080,PSV,0804,Accidental Damage,05/10/2024,05/10/2024,25/06/2025,20/03/2024,19/03/2025,21000,0,0,21000,0,21000
C290907,P827373,2023,Amelia Ali,Sigma Risk Advisors,Motor Commercial,080,PSV,0804,Own Damage,24/02/2024,01/03/2024,25/06/2025,05/05/2023,04/05/2024,771379,0,0,771379,0,771379
C190743,P967413,2021,Leo Ali,Sigma Risk Advisors,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,30/11/2021,30/11/2021,26/06/2025,01/06/2021,31/05/2022,0,0,116840,116840,0,116840
C475034,P209764,2024,Sophia Shah,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/02/2025,19/02/2025,27/06/2025,19/11/2024,18/11/2025,5220,0,0,5220,0,5220
C704214,P615078,2025,Priya Singh,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,09/04/2025,10/04/2025,27/06/2025,24/03/2025,23/03/2026,0,0,18000,18000,0,18000
C110176,P550570,2025,Amelia Gupta,Kappa Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,10/03/2025,18/03/2025,27/06/2025,18/03/2024,17/03/2025,0,0,27000,27000,0,27000
C436035,P530368,2022,Noah Wilson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/08/2023,11/08/2023,21/06/2025,30/12/2022,29/12/2023,0,0,59060,59060,0,59060
C318766,P494208,2022,David Hall,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/05/2023,31/05/2023,19/02/2025,18/06/2022,17/05/2023,0,0,73700,73700,0,73700
C407412,P931196,2023,Amelia Williams,Sigma Risk Advisors,Fire Industrial,04,Industrial All Risks,042,Floods,06/05/2024,03/07/2024,07/02/2025,01/10/2023,01/10/2024,0,0,211120,211120,0,211120
C237213,P110237,2023,Lucas Wilson,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/06/2024,05/06/2024,09/01/2025,02/01/2024,01/01/2025,0,0,8240,8240,0,8240
C877287,P308936,2023,Raj Ahmed,Broker Three,Motor Commercial,080,General Cartage,0807,Accidental Damage,01/05/2024,02/05/2024,22/01/2025,01/07/2023,30/06/2024,200000,0,0,200000,0,200000
C568435,P958017,2016,Aisha Davies,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,07/02/2017,04/07/2018,07/01/2025,01/05/2016,30/04/2017,0,0,957668,957668,0,957668
C834470,P379244,2022,Sophia Hughes,Orion Risk Partners,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,20/05/2022,26/05/2022,07/01/2025,14/04/2022,31/12/2022,0,0,233950,233950,0,233950
C713802,P214117,2024,Ethan Hughes,Horizon Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,18/12/2024,18/12/2024,08/01/2025,01/01/2024,31/12/2024,28400,0,0,28400,0,28400
C473692,P940693,2023,Amelia Taylor,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/08/2024,03/09/2024,09/01/2025,21/09/2023,20/09/2024,18600,0,0,18600,0,18600
C604111,P170673,2024,Noah Shah,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/11/2024,30/11/2024,07/01/2025,01/04/2024,31/03/2025,27000,0,0,27000,0,27000
C698438,P804891,2024,David Lewis,Lambda Insurance Group,Fire Domestic,03,Domestic Package,030,Floods,18/05/2024,23/05/2024,15/01/2025,01/01/2024,31/12/2024,821600,0,0,821600,506653.77,314946.23
C545601,P954387,2024,Priya Ali,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/11/2024,20/12/2024,22/01/2025,01/05/2024,30/04/2025,50000,0,0,50000,0,50000
C701214,P299866,2024,Daniel Begum,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/12/2024,30/12/2024,15/01/2025,01/01/2024,31/12/2024,67350,0,0,67350,0,67350
C514286,P933811,2024,Raj Roberts,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/11/2024,18/12/2024,09/01/2025,14/11/2024,12/08/2025,525000,0,0,525000,0,525000
C759204,P276556,2022,Maya Wilson,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,31/01/2023,01/02/2023,10/01/2025,25/11/2022,24/11/2023,0,0,165000,165000,0,165000
C155852,P234340,2024,Ella Thompson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/11/2024,04/11/2024,15/01/2025,28/07/2024,27/07/2025,48500,0,0,48500,0,48500
C310731,P758144,2024,Zara Davies,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,01/12/2024,03/12/2024,06/02/2025,20/09/2024,19/09/2025,215000,0,0,215000,0,215000
C405131,P876042,2023,Daniel Davies,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/11/2024,25/11/2024,06/02/2025,08/12/2023,07/12/2024,4000,0,0,4000,0,4000
C778452,P568021,2023,Leo Khan,Broker Two,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,03/02/2024,09/02/2024,17/01/2025,01/03/2023,28/02/2024,177127,0,0,177127,0,177127
C265226,P431188,2024,Daniel Begum,Broker Two,Fire Domestic,03,Domestic Package,030,Accidental Damage,03/01/2025,16/01/2025,17/01/2025,01/04/2024,31/03/2025,49500,0,0,49500,0,49500
C902128,P368176,2024,Maya Khan,Horizon Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,18/11/2024,18/11/2024,21/01/2025,29/03/2024,28/03/2025,0,0,16820,16820,0,16820
C987226,P637642,2024,Fatima Hughes,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/10/2024,11/10/2024,21/01/2025,01/02/2024,31/01/2025,0,0,22040,22040,0,22040
C771561,P707206,2024,Daniel Williams,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,09/09/2024,22/10/2024,21/01/2025,03/07/2024,20/06/2025,0,0,428520,428520,0,428520
C490627,P522477,2024,Zara Begum,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/08/2024,06/08/2024,21/01/2025,14/02/2024,12/02/2025,0,0,785800,785800,0,785800
C481365,P625374,2024,Mateo Hall,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/11/2024,11/11/2024,06/02/2025,01/01/2024,31/12/2024,0,0,4060,4060,0,4060
C575378,P884358,2024,Fatima Taylor,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/09/2024,30/09/2024,21/01/2025,22/02/2024,21/02/2025,0,0,137360,137360,0,137360
C723939,P759680,2022,Sophia Davies,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,24/05/2023,25/05/2023,21/01/2025,17/06/2022,16/06/2023,0,0,99800,99800,99800,0
C120577,P393768,2024,Yusuf Davies,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/12/2024,16/12/2024,21/01/2025,09/11/2024,08/08/2025,448000,0,0,448000,0,448000
C190016,P546970,2024,Yusuf Khan,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/12/2024,09/12/2024,07/03/2025,12/08/2024,11/08/2025,0,0,2900,2900,0,2900
C332535,P385015,2024,Zara Wilson,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/11/2024,14/11/2024,06/02/2025,18/10/2024,17/10/2025,0,0,2900,2900,0,2900
C886626,P847253,2024,Isla Thompson,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/11/2024,02/12/2024,06/02/2025,01/04/2024,31/03/2025,0,0,6380,6380,0,6380
C252829,P886630,2024,Isla Roberts,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/11/2024,15/11/2024,06/02/2025,30/06/2024,29/06/2025,0,0,6380,6380,0,6380
C378221,P296462,2024,David Fernandez,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/11/2024,19/11/2024,06/02/2025,01/07/2024,30/06/2025,0,0,6380,6380,0,6380
C343172,P576852,2024,Lucas Lewis,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/08/2024,07/08/2024,06/02/2025,10/02/2024,09/02/2025,0,0,2900,2900,0,2900
C226063,P759000,2024,Ella Williams,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/10/2024,17/10/2024,06/03/2025,30/09/2024,19/04/2025,0,0,3050,3050,0,3050
C525345,P380988,2022,David Khan,Delta Coverage Ltd,Motor Commercial,080,Institutional Vehicles,0813,Injury To Third Part,31/08/2022,24/05/2023,22/01/2025,26/07/2022,25/07/2023,0,0,27400,27400,0,27400
C799710,P793707,2024,Omar Hall,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/10/2024,12/10/2024,06/02/2025,19/02/2024,18/02/2025,0,0,3100,3100,0,3100
C110131,P501107,2024,Priya Lewis,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/12/2024,09/12/2024,06/02/2025,10/10/2024,09/10/2025,0,0,3100,3100,0,3100
C676632,P318680,2024,Arjun Smith,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/08/2024,09/08/2024,17/02/2025,07/02/2024,06/02/2025,0,0,3100,3100,0,3100
C470506,P296834,2024,Zara Wilson,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,24/08/2024,03/09/2024,06/02/2025,04/05/2024,03/04/2025,0,0,3100,3100,0,3100
C796904,P201063,2020,Lucas Williams,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,15/11/2020,28/05/2021,22/01/2025,16/10/2020,16/11/2020,0,0,990000,990000,0,990000
C589265,P474035,2024,Fatima Wilson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/10/2024,04/11/2024,06/02/2025,09/09/2024,08/09/2025,0,0,6980,6980,0,6980
C634220,P164759,2024,Yusuf Thompson,Orion Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/10/2024,29/10/2024,07/02/2025,25/10/2024,24/11/2024,0,0,6650,6650,0,6650
C868013,P634201,2024,David Fernandez,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/11/2024,18/11/2024,07/02/2025,28/06/2024,27/06/2025,0,0,6650,6650,0,6650
C695821,P322722,2024,Lucas Roberts,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/10/2024,14/10/2024,07/02/2025,05/08/2024,04/08/2025,0,0,6650,6650,0,6650
C452536,P296044,2023,Maya Shah,Theta Insurance,Motor Commercial,080,General Cartage,0807,Own Damage,24/01/2024,02/02/2024,18/02/2025,07/08/2023,06/08/2024,0,0,6500,6500,0,6500
C515140,P718996,2024,Isla Gupta,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/12/2024,16/12/2024,11/03/2025,19/07/2024,18/07/2025,247000,0,0,247000,0,247000
C819050,P785166,2024,Sophia Johnson,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/10/2024,09/12/2024,05/02/2025,26/02/2024,25/02/2025,10000,0,0,10000,0,10000
