Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount,Claim No Check,Policy No Check,Class Check,Date Reasonability,Gross=Net+Reinsurance
C627959,P681887,2018.0,David Lewis,Broker Three,Work Injury Benefits,11,Work Injury Benefits Act,112,Own Damage,2018-01-04,2018-06-27,2025-03-17,2018-01-01,2018-12-31,0,0,224310,224310.0,0.0,224310.0,OK,OK,OK,OK,OK
C294454,P260372,2025.0,Sophia Taylor,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-09,2025-01-09,2025-04-09,2025-01-02,2026-01-01,0,0,560180,560180.0,0.0,560180.0,OK,OK,OK,CHECK,OK
C867140,P506768,2023.0,Ella Sharma,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-07-20,2023-07-26,2025-03-18,2023-04-13,2024-02-11,0,0,1975750,1975750.0,0.0,1975750.0,OK,OK,OK,OK,OK
C414275,P426568,2023.0,Aisha Singh,Delta Coverage Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-02,2024-04-04,2025-03-15,2023-08-17,2024-08-16,150000,0,0,150000.0,0.0,150000.0,OK,OK,OK,OK,OK
C141556,P763119,2023.0,Raj Ali,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-10-09,2023-10-17,2025-03-15,2023-06-27,2024-06-27,300120,0,0,300120.0,0.0,300120.0,OK,OK,OK,OK,OK
C194372,P632493,2023.0,Zara Lewis,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-07,2024-03-19,2025-03-10,2023-06-07,2024-06-06,619350,0,0,619350.0,0.0,619350.0,OK,OK,OK,OK,OK
C473526,P653834,2024.0,Fatima Hughes,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-04,2024-08-23,2025-03-08,2024-02-13,2025-02-12,455610,0,0,455610.0,0.0,455610.0,OK,OK,OK,OK,OK
C500526,P899586,2024.0,Fatima Ahmed,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-01-12,2024-01-15,2025-03-15,2024-01-01,2024-03-31,790876,0,0,790876.0,0.0,790876.0,OK,OK,OK,OK,OK
C857528,P266980,2024.0,Leo Williams,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-01-07,2024-01-18,2025-03-14,2024-01-01,2024-12-31,620130,0,0,620130.0,0.0,620130.0,OK,OK,OK,OK,OK
C970740,P378060,2024.0,Isla Thompson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-02-18,2024-02-20,2025-03-15,2024-01-01,2024-12-31,580650,0,0,580650.0,0.0,580650.0,OK,OK,OK,OK,OK
C789731,P598973,2022.0,Ella Davies,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2022-04-16,2022-04-20,2025-04-25,2022-01-02,2023-01-01,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C677821,P891463,2024.0,Mateo Miller,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-14,2024-11-19,2025-04-25,2024-10-13,2025-10-12,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,CHECK,OK
C884621,P656212,2024.0,Zara Khan,Pegasus Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-16,2024-09-17,2025-04-25,2024-08-01,2025-03-31,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C693289,P631644,2023.0,Sophia Davies,Kappa Brokers,Fire Industrial,4,Fire and Allied Perils,40,Floods,2024-10-11,2024-10-12,2025-03-18,2023-11-01,2024-10-31,0,0,27840,27840.0,22332.8,5507.2,OK,OK,OK,OK,OK
C958872,P131037,2024.0,Isla Gupta,Delta Coverage Ltd,Engineering,2,Machinery Breakdown,23,Accidental damage,2024-09-20,2025-01-03,2025-03-18,2024-01-01,2024-12-30,0,0,36540,36540.0,0.0,36540.0,OK,OK,OK,OK,OK
C393779,P672102,2024.0,Nina Davies,Broker Two,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2025-02-17,2025-02-18,2025-03-19,2024-12-01,2025-11-30,10000,0,0,10000.0,0.0,10000.0,OK,OK,OK,CHECK,OK
C482333,P173494,2018.0,Priya Taylor,Iota Claims Ltd,Motor Commercial,80,General Cartage,807,Own Damage,2019-06-21,2019-06-26,2025-03-25,2018-09-01,2019-08-31,0,0,102130,102130.0,0.0,102130.0,OK,OK,OK,OK,OK
C447947,P748641,2023.0,Maya Thompson,Broker One,Motor Private,70,Motor Cycle Comprehensive,701,Accidental Damage,2023-10-12,2023-11-24,2025-03-27,2023-05-01,2024-04-29,2000,0,0,2000.0,0.0,2000.0,OK,OK,OK,OK,OK
C727607,P868518,2023.0,Amelia Davies,Iota Claims Ltd,Motor Private,70,Motor Private Third Party Only,703,Own Damage,2024-06-14,2024-07-12,2025-03-25,2023-12-18,2024-12-17,0,0,20000,20000.0,0.0,20000.0,OK,OK,OK,OK,OK
C385566,P596387,2024.0,David Davies,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-25,2025-01-02,2025-03-27,2024-12-10,2025-01-09,0,0,194780,194780.0,0.0,194780.0,OK,OK,OK,OK,OK
C687071,P920792,2019.0,Priya Wilson,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2019-02-06,2021-05-18,2025-03-26,2019-01-01,2019-12-31,0,0,197000,197000.0,0.0,197000.0,OK,OK,OK,OK,OK
C655794,P349267,2024.0,Yusuf Begum,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-20,2024-12-23,2025-03-27,2024-05-17,2025-05-16,0,0,249880,249880.0,0.0,249880.0,OK,OK,OK,OK,OK
C836140,P395671,2024.0,Maya Lewis,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-27,2025-02-28,2025-03-27,2024-09-13,2025-09-12,0,0,170520,170520.0,0.0,170520.0,OK,OK,OK,CHECK,OK
C377752,P781219,2024.0,Lucas Johnson,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-27,2025-02-28,2025-04-04,2024-09-13,2025-09-12,0,0,7030,7030.0,0.0,7030.0,OK,OK,OK,CHECK,OK
C785748,P724842,2023.0,Mateo Miller,Taurus Brokers,Motor Commercial,80,General Cartage,807,Accidental Damage,2023-07-23,2023-07-24,2025-03-27,2023-06-30,2024-06-29,0,0,642688,642688.0,0.0,642688.0,OK,OK,OK,OK,OK
C308967,P524288,2024.0,Raj Begum,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-02,2025-01-06,2025-03-27,2024-10-20,2025-08-19,0,0,124020,124020.0,0.0,124020.0,OK,OK,OK,OK,OK
C709754,P284867,2024.0,Sophia Begum,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-23,2025-01-14,2025-03-27,2024-11-25,2025-11-24,0,0,159400,159400.0,0.0,159400.0,OK,OK,OK,CHECK,OK
C429933,P556267,2024.0,Isla Gupta,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-22,2024-09-23,2025-03-27,2024-05-16,2025-05-15,0,0,513432,513432.0,0.0,513432.0,OK,OK,OK,OK,OK
C155828,P829590,2024.0,Yusuf Miller,Gamma Insurance Brokers,Motor Commercial,80,General Cartage,807,Accidental Damage,2024-10-19,2024-10-29,2025-03-27,2024-10-03,2025-04-20,0,0,432835,432835.0,0.0,432835.0,OK,OK,OK,OK,OK
C931376,P220793,2023.0,Maya Lewis,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-02,2024-04-04,2025-03-28,2023-08-17,2024-08-16,584499,0,0,584499.0,0.0,584499.0,OK,OK,OK,OK,OK
C780528,P328999,2024.0,Isla Miller,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-26,2024-05-06,2025-03-28,2024-01-01,2024-12-31,40159,0,0,40159.0,0.0,40159.0,OK,OK,OK,OK,OK
C885689,P920265,2023.0,Yusuf Hall,Pioneer Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-10-20,2024-10-22,2025-03-28,2023-11-30,2024-11-29,500102,0,0,500102.0,0.0,500102.0,OK,OK,OK,OK,OK
C631677,P526004,2024.0,Zara Fernandez,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-01-05,2025-01-09,2025-04-10,2024-10-16,2025-10-15,0,0,22620,22620.0,0.0,22620.0,OK,OK,OK,CHECK,OK
C433027,P151550,2024.0,Noah Wilson,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2024-12-02,2024-12-17,2025-05-20,2024-11-12,2025-10-31,0,0,24128,24128.0,0.0,24128.0,OK,OK,OK,CHECK,OK
C944574,P619443,2024.0,Aarav Ali,Pioneer Underwriters,Motor Commercial,80,PSV,804,Windscreen Damage,2025-02-02,2025-02-04,2025-04-10,2024-02-10,2025-02-09,0,0,18000,18000.0,0.0,18000.0,OK,OK,OK,OK,OK
C716099,P604260,2023.0,Fatima Shah,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-07-17,2023-07-20,2025-04-15,2023-02-04,2024-01-03,0,0,15000,15000.0,0.0,15000.0,OK,OK,OK,OK,OK
C403465,P488864,2024.0,Aisha Shah,Summit Brokers,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-01-28,2025-01-28,2025-06-13,2024-07-18,2025-07-17,0,0,18000,18000.0,0.0,18000.0,OK,OK,OK,OK,OK
C194698,P447070,2025.0,Noah Miller,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-21,2025-02-24,2025-04-15,2025-02-01,2026-01-31,0,0,27144,27144.0,0.0,27144.0,OK,OK,OK,CHECK,OK
C844413,P659893,2024.0,Leila Williams,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-02-18,2025-02-19,2025-04-15,2024-10-01,2025-09-30,0,0,11600,11600.0,0.0,11600.0,OK,OK,OK,CHECK,OK
C850027,P331358,2023.0,Aisha Hughes,Iota Claims Ltd,Motor Commercial,80,Motor Commercial Third Party,808,Injury To Third Part,2024-11-04,2025-01-08,2025-04-29,2023-12-31,2024-12-30,0,0,116000,116000.0,0.0,116000.0,OK,OK,OK,OK,OK
C712749,P374186,2023.0,Aisha Fernandez,Pegasus Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-09-15,2023-10-05,2025-06-20,2022-12-17,2023-12-16,0,0,127000,127000.0,0.0,127000.0,OK,OK,OK,OK,OK
C805559,P651395,2022.0,Amelia Singh,Sigma Risk Advisors,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-01-05,2023-01-17,2025-04-04,2022-09-06,2023-09-05,0,0,826840,826840.0,0.0,826840.0,OK,OK,OK,OK,OK
C890009,P304956,2024.0,Fatima Gupta,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-03,2025-01-07,2025-04-04,2024-09-30,2025-09-29,30000,0,0,30000.0,0.0,30000.0,OK,OK,OK,CHECK,OK
C969253,P523966,2024.0,David Begum,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-23,2025-01-09,2025-05-06,2024-10-01,2025-09-30,753245,0,0,753245.0,0.0,753245.0,OK,OK,OK,CHECK,OK
C553597,P832213,2024.0,Daniel Davies,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-01,2024-11-07,2025-04-23,2024-10-09,2024-11-08,16000,0,0,16000.0,0.0,16000.0,OK,OK,OK,OK,OK
C255705,P893183,2024.0,Yusuf Thompson,Vertex Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-11,2025-01-17,2025-04-08,2024-12-14,2025-01-13,131200,0,0,131200.0,0.0,131200.0,OK,OK,OK,OK,OK
C147415,P889077,2025.0,Daniel Hughes,Atlas Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-24,2025-03-07,2025-04-11,2025-01-02,2026-01-01,25000,0,0,25000.0,0.0,25000.0,OK,OK,OK,CHECK,OK
C456989,P819881,2022.0,Raj Hall,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-07-29,2023-08-16,2025-04-10,2022-10-07,2023-08-04,0,0,30000,30000.0,0.0,30000.0,OK,OK,OK,OK,OK
C623019,P277112,2023.0,Ethan Davies,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-04-25,2023-04-28,2025-04-10,2023-03-28,2023-05-27,0,0,165648,165648.0,0.0,165648.0,OK,OK,OK,OK,OK
C628968,P241784,2024.0,David Hughes,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-07,2025-02-10,2025-04-10,2024-07-30,2025-07-29,45000,0,0,45000.0,0.0,45000.0,OK,OK,OK,OK,OK
C668807,P214534,2024.0,Lucas Hall,Taurus Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-20,2024-10-25,2025-04-17,2024-04-11,2025-04-10,0,0,34800,34800.0,0.0,34800.0,OK,OK,OK,OK,OK
C896905,P707781,2025.0,Noah Miller,Delta Coverage Ltd,Motor Commercial,80,PSV,804,Accidental Damage,2025-01-28,2025-01-30,2025-05-06,2025-01-15,2026-01-14,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,CHECK,OK
C662914,P600472,2024.0,Ella Hughes,Pioneer Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-28,2024-10-29,2025-05-06,2024-08-01,2025-07-31,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C223192,P716589,2024.0,Aarav Roberts,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-11-18,2024-11-20,2025-05-06,2024-06-03,2025-06-02,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C952775,P858265,2023.0,Ella Khan,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-31,2024-04-04,2025-04-25,2023-09-15,2024-09-14,0,0,23960,23960.0,0.0,23960.0,OK,OK,OK,OK,OK
C892722,P327318,2022.0,Priya Roberts,Broker One,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-02-04,2023-02-06,2025-04-25,2022-09-17,2023-09-16,0,0,34760,34760.0,0.0,34760.0,OK,OK,OK,OK,OK
C102259,P780773,2023.0,Aisha Miller,Taurus Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-01-13,2024-01-15,2025-04-25,2023-12-16,2024-12-15,0,0,30050,30050.0,0.0,30050.0,OK,OK,OK,OK,OK
C120689,P647306,2023.0,Maya Khan,Alpha Insurance Agency,Motor Commercial,80,PSV,804,Accidental Damage,2023-01-19,2023-02-03,2025-04-25,2023-01-17,2024-01-16,0,0,31050,31050.0,0.0,31050.0,OK,OK,OK,OK,OK
C277604,P439913,2023.0,Sophia Miller,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2023-02-17,2023-02-17,2025-04-25,2023-01-14,2024-01-13,0,0,24450,24450.0,0.0,24450.0,OK,OK,OK,OK,OK
C895358,P464844,2024.0,Zara Johnson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-13,2025-01-20,2025-06-20,2024-01-30,2025-01-29,0,0,167000,167000.0,0.0,167000.0,OK,OK,OK,OK,OK
C585667,P222347,2024.0,Mateo Roberts,Kappa Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-03,2024-12-04,2025-05-06,2024-03-15,2024-12-13,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,OK,OK
C800887,P952045,2025.0,Aarav Miller,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-16,2025-02-18,2025-05-06,2024-11-09,2025-11-08,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,CHECK,OK
C687264,P298028,2024.0,Arjun Hughes,Beta Risk Partners,Motor Commercial,80,Institutional Vehicles,813,Own Damage,2025-01-13,2025-01-14,2025-05-12,2024-12-06,2025-12-05,0,0,3100,3100.0,0.0,3100.0,OK,OK,OK,CHECK,OK
C185199,P402158,2024.0,Aisha Johnson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-28,2025-01-30,2025-05-12,2024-10-22,2025-09-21,0,0,7280,7280.0,0.0,7280.0,OK,OK,OK,CHECK,OK
C689807,P230051,2023.0,Noah Williams,Gamma Insurance Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2023-04-19,2023-04-20,2025-05-06,2023-01-01,2023-12-31,0,0,6830,6830.0,0.0,6830.0,OK,OK,OK,OK,OK
C275126,P849890,2024.0,Ethan Shah,Broker Three,Fire Industrial,4,Fire and Allied Perils,40,Floods,2024-03-24,2024-03-25,2025-05-07,2024-01-01,2024-12-31,0,0,3717800,,3717800.01,-0.01,OK,OK,OK,OK,CHECK
C193795,P578682,2024.0,Noah Taylor,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-06-11,2024-06-13,2025-05-12,2024-02-27,2024-11-21,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C404377,P222253,2024.0,Lucas Johnson,Horizon Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-01-22,2025-04-17,2024-07-12,2025-07-11,0,0,21460,21460.0,0.0,21460.0,OK,OK,OK,OK,OK
C711783,P104102,2024.0,Nina Hughes,Eta Risk Solutions,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-16,2025-05-12,2024-06-17,2025-04-16,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C460937,P286789,2024.0,Amelia Smith,Orion Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-02,2024-08-06,2025-05-06,2024-02-02,2024-12-01,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C868357,P291609,2024.0,Omar Ali,Gamma Insurance Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-16,2025-01-15,2025-05-12,2024-05-03,2025-05-02,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C354998,P516746,2021.0,Aisha Ali,Zeta Assurance,Engineering,2,Contractors' All Risks,20,Floods,2023-11-14,2024-12-30,2025-05-09,2021-11-01,2026-10-31,0,0,604650,604650.0,438371.25,166278.75,OK,OK,OK,CHECK,OK
C251957,P417204,2024.0,Yusuf Ali,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-23,2025-02-04,2025-05-12,2024-10-19,2025-10-18,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,CHECK,OK
C873092,P975091,2024.0,Mateo Wilson,Gamma Insurance Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-08,2025-02-11,2025-05-12,2024-07-08,2025-05-07,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C874229,P276077,2024.0,Isla Davies,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-08,2024-11-13,2025-04-15,2024-02-02,2024-11-29,0,0,104880,104880.0,0.0,104880.0,OK,OK,OK,OK,OK
C101312,P941254,2023.0,Ella Davies,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-03-27,2024-04-05,2025-05-12,2023-09-28,2024-09-27,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C703152,P317654,2023.0,Maya Patel,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-04-24,2024-04-29,2025-05-12,2023-07-15,2024-07-15,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C115216,P223982,2024.0,Leo Davies,Zeta Assurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-12-04,2024-12-09,2025-05-09,2024-01-01,2024-12-31,5220,0,0,5220.0,0.0,5220.0,OK,OK,OK,OK,OK
C569576,P201801,2024.0,Aisha Miller,Zeta Assurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-08-19,2024-08-21,2025-05-12,2024-08-09,2024-09-08,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C842126,P697800,2024.0,Zara Ahmed,Taurus Brokers,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-13,2024-12-17,2025-05-12,2024-04-09,2025-01-08,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C841430,P928929,2023.0,Noah Ahmed,Beta Risk Partners,Fire Domestic,3,Domestic Package,30,Floods,2024-04-23,2024-04-25,2025-05-07,2023-07-01,2024-06-30,0,0,27840,27840.0,26100.0,1740.0,OK,OK,OK,OK,OK
C957167,P309227,2024.0,Isla Ali,Orion Risk Partners,Motor Commercial,80,PSV,804,Accidental Damage,2024-07-13,2024-07-15,2025-05-12,2024-06-17,2024-07-16,0,0,3020,3020.0,0.0,3020.0,OK,OK,OK,OK,OK
C923466,P769496,2024.0,Amelia Williams,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-17,2024-09-18,2025-05-12,2024-01-07,2024-12-05,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C602728,P973296,2024.0,Lucas Singh,Kappa Brokers,Motor Commercial,80,PSV,804,Own Damage,2024-08-25,2024-08-28,2025-05-12,2024-05-11,2025-04-10,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C626096,P760513,2025.0,Nina Lewis,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-02-17,2025-02-24,2025-05-12,2024-12-16,2025-12-15,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,CHECK,OK
C891906,P344052,2023.0,Amelia Brown,Orion Risk Partners,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-07-15,2024-07-17,2025-05-06,2023-10-27,2024-10-26,0,0,10808,10808.0,0.0,10808.0,OK,OK,OK,OK,OK
C172480,P194654,2023.0,Arjun Taylor,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-07-11,2024-07-12,2025-05-06,2023-10-19,2024-10-18,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C581400,P173839,2024.0,Aisha Shah,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-08,2025-01-08,2025-04-25,2024-03-24,2025-02-23,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C841459,P232289,2024.0,Amelia Williams,Broker Two,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-02,2025-01-03,2025-05-06,2024-07-04,2025-07-03,0,0,16040,16040.0,0.0,16040.0,OK,OK,OK,OK,OK
C886622,P437528,2024.0,Leila Khan,Lambda Insurance Group,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-19,2025-02-03,2025-04-16,2024-10-23,2025-10-22,0,0,531296,531296.0,0.0,531296.0,OK,OK,OK,CHECK,OK
C921781,P993594,2024.0,David Khan,Horizon Brokers,Motor Commercial,80,PSV,804,Own Damage,2025-03-02,2025-03-04,2025-05-12,2024-06-07,2025-06-06,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C731755,P643109,2024.0,Isla Shah,Epsilon Underwriters,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-05-23,2024-05-29,2025-05-06,2024-05-19,2025-03-18,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C967765,P444492,2025.0,Aarav Smith,Theta Insurance,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-03-02,2025-03-05,2025-05-07,2025-02-17,2026-02-16,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,CHECK,OK
C252648,P854701,2024.0,Leila Singh,Kappa Brokers,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-20,2024-09-24,2025-05-07,2024-08-08,2025-08-07,0,0,8700,8700.0,0.0,8700.0,OK,OK,OK,OK,OK
C235528,P274406,2024.0,Zara Brown,Epsilon Underwriters,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-11-19,2024-11-19,2025-04-25,2024-07-09,2025-07-08,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C301829,P560465,2024.0,Nina Hughes,Theta Insurance,Marine,6,Marine Cargo,61,Accidental Damage,2024-09-25,2024-09-25,2025-05-07,2024-09-02,2024-12-01,0,0,173708,173708.0,0.0,173708.0,OK,OK,OK,OK,OK
C261255,P185185,2024.0,Leila Roberts,Broker One,Motor Private,70,Motor Private Comprehensive,700,Windscreen Damage,2025-02-13,2025-02-19,2025-04-22,2024-09-23,2025-09-22,13500,0,0,13500.0,0.0,13500.0,OK,OK,OK,CHECK,OK
C148117,P690946,2024.0,Isla Wilson,Sigma Risk Advisors,Fire Domestic,3,Domestic Contents,31,Loss of Phone,2025-04-12,2025-04-15,2025-04-22,2024-11-01,2025-10-31,59500,0,0,59500.0,0.0,59500.0,OK,OK,OK,CHECK,OK
C725278,P112773,2024.0,David Miller,Iota Claims Ltd,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-01-16,2025-01-20,2025-04-25,2024-08-30,2025-08-29,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,OK,OK
C839883,P656062,2018.0,Ethan Ali,Atlas Insurance,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2018-11-03,2018-11-30,2025-04-22,2018-08-12,2019-08-11,0,0,83200,83200.0,0.0,83200.0,OK,OK,OK,OK,OK
C120258,P142712,2024.0,Noah Hall,Broker Three,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2025-03-15,2025-03-17,2025-05-07,2024-07-17,2025-07-16,0,0,6650,6650.0,0.0,6650.0,OK,OK,OK,OK,OK
C406970,P343854,2024.0,Omar Brown,Alpha Insurance Agency,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-09-18,2024-09-19,2025-04-25,2024-01-01,2024-12-31,0,0,2320,2320.0,0.0,2320.0,OK,OK,OK,OK,OK
C912610,P821920,2024.0,Amelia Begum,Alpha Insurance Agency,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-12-21,2024-12-30,2025-04-25,2024-12-01,2025-11-30,0,0,6380,6380.0,0.0,6380.0,OK,OK,OK,CHECK,OK
C842778,P887033,2024.0,Maya Begum,Beta Risk Partners,Motor Private,70,Motor Private Comprehensive,700,Own Damage,2024-09-11,2024-09-12,2025-05-07,2024-02-24,2024-11-23,0,0,6980,6980.0,0.0,6980.0,OK,OK,OK,OK,OK
C868659,P997514,2023.0,Mateo Wilson,Horizon Brokers,Motor Commercial,80,General Cartage,807,Accidental Damage,2023-07-07,2023-09-21,2025-05-12,2023-04-21,2024-04-20,0,0,3140,3140.0,0.0,3140.0,OK,OK,OK,OK,OK
C605355,P570521,2024.0,Ethan Thompson,Lambda Insurance Group,Motor Commercial,80,Motor Commercial Comprehensive,800,Own Damage,2024-10-11,2024-12-06,2025-04-25,2024-01-01,2024-12-31,0,0,29420,29420.0,0.0,29420.0,OK,OK,OK,OK,OK
